elapsed_time_sec,ss1,ss2,ss3,ss4
5.685e-06,0.27130684,0.35277206,0.50530535,0.35959455
0.010080869,0.2682323,0.35676733,0.50663877,0.38266468
0.020082349,0.2712355,0.36152777,0.50752854,0.38819867
0.030086163,0.27102983,0.36189362,0.507512,0.39020315
0.04008305,0.27124605,0.36314112,0.50790673,0.39043084
0.050079826,0.27092808,0.3630168,0.5071391,0.3909653
0.0600834,0.27129534,0.3636558,0.5079217,0.3913529
0.0700805,0.27059692,0.3629538,0.50695336,0.3909923
0.080082625,0.27092916,0.3629751,0.5072262,0.3915683
0.09008373,0.2709347,0.3628068,0.5074231,0.39100733
0.10008275,0.27120522,0.36280632,0.5075441,0.39097396
0.110081844,0.27066672,0.36274636,0.50671464,0.3913925
0.12008304,0.27071068,0.36248243,0.50668967,0.39157957
0.13007407,0.27057573,0.36263242,0.50751746,0.39185065
0.14008127,0.27123913,0.36214432,0.50725436,0.39194056
0.15007512,0.27033553,0.3629417,0.5073704,0.39186934
0.16007595,0.27068692,0.36238295,0.50734216,0.39247337
0.17007367,0.27068737,0.3627407,0.50720555,0.39228263
0.18007623,0.26969385,0.36260486,0.50690407,0.39211276
0.19007373,0.2711919,0.36213624,0.50692004,0.391501
0.20007627,0.2706335,0.36251125,0.5063151,0.39239174
0.21007428,0.27108353,0.36317822,0.50686044,0.3929343
0.22009185,0.27045473,0.36311245,0.5065406,0.39238924
0.23007615,0.2706497,0.3627543,0.5066362,0.39235523
0.24007185,0.2707752,0.3621021,0.50664747,0.39200523
0.2500716,0.27038285,0.36226,0.50628865,0.3919203
0.26007384,0.27027354,0.36244905,0.5062388,0.39230603
0.27007312,0.27105066,0.3623637,0.5063849,0.39226648
0.2800743,0.27119,0.3626806,0.50648814,0.39184836
0.29007584,0.2702397,0.36233023,0.5065726,0.3922574
0.30007544,0.27170354,0.36326918,0.5071712,0.39339265
0.31007513,0.2705892,0.36236516,0.5065477,0.39257354
0.3200935,0.27098542,0.363212,0.5066525,0.39244086
0.33007687,0.27010953,0.36300072,0.5060287,0.39271808
0.34007305,0.27102014,0.36330786,0.50649154,0.39284968
0.35007438,0.27068686,0.3632166,0.505817,0.39234814
0.36007583,0.27113336,0.3631232,0.50651795,0.39229935
0.370076,0.27056372,0.36290994,0.50648725,0.39257395
0.38007626,0.27020967,0.36284578,0.5060606,0.3929919
0.3900732,0.27062368,0.36245102,0.5065653,0.39245108
0.40007517,0.2703677,0.36226293,0.5057197,0.39285332
0.41007295,0.27060586,0.36223707,0.50689656,0.39255637
0.4201349,0.2697068,0.36196238,0.5053326,0.3925077
0.43009117,0.26879913,0.35992396,0.5051112,0.39307556
0.44009182,0.26813364,0.3603844,0.5065069,0.3923683
0.45010328,0.26772305,0.3621425,0.5066284,0.3918769
0.46008265,0.2702501,0.36201087,0.5065345,0.39277557
0.47008958,0.2709317,0.3627719,0.5070919,0.39294437
0.4800782,0.27012736,0.3618937,0.5068635,0.39188084
0.49007794,0.27076438,0.36271027,0.5051767,0.39321074
0.50007826,0.2709301,0.36249876,0.5058177,0.39283997
0.5100766,0.27036846,0.3626064,0.5062014,0.39263782
0.5200781,0.27068752,0.36242306,0.5060403,0.3925314
0.5300714,0.27079988,0.3621926,0.5062418,0.39320174
0.5400759,0.27016932,0.36210665,0.5059086,0.3924879
0.55007607,0.27017945,0.36274114,0.50578415,0.392824
0.5600759,0.27008265,0.36222824,0.50555485,0.39252532
0.57007414,0.27131292,0.36192983,0.50519454,0.3934638
0.58007276,0.2703567,0.36238968,0.5055559,0.3930098
0.59007555,0.27077466,0.3626567,0.5056425,0.39329848
0.6000735,0.2707228,0.3618535,0.50594616,0.39356118
0.6100793,0.27036554,0.3622392,0.50530046,0.39369747
0.6200816,0.27075818,0.36281618,0.50499946,0.39321214
0.63007575,0.27017242,0.36288625,0.5057436,0.3934315
0.6400767,0.2707532,0.36234573,0.50618374,0.39248556
0.6500765,0.27081504,0.36299223,0.5058645,0.39321336
0.66007406,0.27145076,0.3636436,0.5063533,0.39306837
0.67007536,0.27071035,0.36270142,0.506087,0.39314505
0.6800749,0.27092916,0.3630483,0.50575155,0.39354798
0.6900753,0.27041373,0.36303067,0.5053268,0.39292896
0.7000733,0.27013147,0.36346707,0.505279,0.392943
0.71007675,0.27036467,0.3615692,0.5053124,0.39313552
0.720083,0.27001262,0.3628672,0.505139,0.39375374
0.7300784,0.27110767,0.3625385,0.5048884,0.39348698
0.740077,0.2704337,0.3627429,0.50438815,0.393815
0.75007427,0.2705352,0.36345345,0.5050192,0.39333653
0.76007617,0.27104822,0.3629295,0.5042107,0.3938988
0.7700739,0.27064675,0.36262724,0.5047417,0.39325345
0.78007627,0.27101392,0.36300844,0.5044866,0.39377618
0.7900737,0.27154574,0.3632874,0.50452995,0.39378077
0.8000756,0.26957697,0.36305875,0.50482315,0.39308536
0.8100723,0.27108765,0.3624689,0.5045495,0.3934498
0.8200766,0.27084467,0.36256453,0.50396866,0.39341798
0.83009917,0.27085415,0.3631037,0.5036452,0.3936014
0.8400763,0.2706825,0.3628494,0.5040588,0.39362755
0.8500762,0.2711348,0.36241442,0.50347483,0.39308816
0.86007625,0.27062517,0.36284283,0.503464,0.39310652
0.8700737,0.27046028,0.36259672,0.50324553,0.39406562
0.8800761,0.2709153,0.3629613,0.5029634,0.39387286
0.8900745,0.2703615,0.36297613,0.50335026,0.3933513
0.90007484,0.27045953,0.36266533,0.50307846,0.39361727
0.9100741,0.27023828,0.36275432,0.50198704,0.3927276
0.92011803,0.2690322,0.36259982,0.50281245,0.39383632
0.93013,0.2681409,0.36074647,0.5018894,0.3937683
0.9400928,0.2687928,0.3606152,0.5014426,0.39425018
0.9500998,0.2692413,0.362713,0.5017379,0.39367887
0.9601008,0.27026105,0.3630056,0.5017386,0.39382732
0.9701027,0.26832777,0.3611534,0.50166196,0.39378938
0.9800912,0.2682464,0.36075142,0.4999275,0.39362288
0.9900945,0.26729867,0.360781,0.500798,0.39325657
1.0003492,0.2700771,0.3619771,0.5010236,0.39433885
1.0101184,0.26967534,0.36142147,0.5006728,0.39338014
1.022956,0.2676558,0.36048287,0.49962914,0.39492577
1.0300936,0.2687772,0.36137274,0.5001469,0.3929852
1.0400852,0.27034846,0.36260486,0.49968684,0.39385504
1.0500803,0.27085584,0.3632364,0.49963978,0.3930142
1.060074,0.26995876,0.36216432,0.49969244,0.39399955
1.0700705,0.2702522,0.36289814,0.49972376,0.3936408
1.08007,0.27030915,0.36248052,0.49920192,0.3937107
1.0900706,0.27030143,0.3625351,0.49854806,0.39365542
1.1000718,0.26999122,0.36291367,0.49898645,0.39430115
1.1100702,0.27036244,0.3633595,0.4978069,0.39418462
1.12007,0.26971108,0.36234635,0.49773034,0.39396164
1.1300704,0.26979902,0.3628324,0.49798712,0.3935735
1.1400748,0.27014446,0.3632585,0.4969696,0.3939055
1.1500767,0.27093568,0.3641332,0.49602258,0.3942155
1.1600754,0.2705495,0.36295488,0.4980137,0.39403477
1.1700759,0.27109224,0.36329064,0.49730483,0.3941309
1.1800746,0.27066165,0.36354142,0.49789214,0.39415807
1.1900727,0.27063257,0.362907,0.495643,0.3927517
1.2000753,0.27083102,0.3631212,0.49716496,0.3928624
1.2100779,0.27040237,0.3624204,0.49646264,0.39185056
1.2200749,0.27018997,0.3622156,0.4958891,0.39470896
1.2300756,0.27030268,0.3616504,0.49565405,0.39365047
1.2400775,0.27134356,0.36285505,0.49520147,0.3942464
1.2500745,0.27016145,0.36217442,0.49513623,0.39360073
1.2600746,0.2706021,0.36342978,0.49506497,0.3932049
1.270074,0.270218,0.36201635,0.49431834,0.39302978
1.2800758,0.27049655,0.36283317,0.49502128,0.39412117
1.2900747,0.2703028,0.3631641,0.49443632,0.39385718
1.3000757,0.27066183,0.36332405,0.49392614,0.39375037
1.310074,0.27082592,0.3632273,0.4942223,0.39398006
1.3200767,0.27068242,0.36225867,0.49367514,0.39380035
1.3300751,0.2702532,0.3630539,0.49350426,0.39455092
1.3400757,0.2706838,0.36314562,0.49332646,0.393643
1.3500735,0.27051076,0.36356622,0.49308306,0.39376074
1.3600745,0.27042657,0.36325324,0.4927695,0.393968
1.3700752,0.27093306,0.3639694,0.49276248,0.3939173
1.3800733,0.2703877,0.36383393,0.49265727,0.39333513
1.390075,0.27126703,0.36313555,0.4919668,0.39348662
1.4000748,0.2705186,0.36315995,0.49213246,0.3935059
1.4100732,0.27170253,0.36331287,0.49173874,0.39424044
1.4209734,0.27051434,0.36299306,0.49107364,0.39404994
1.4300997,0.26851416,0.36207345,0.49097812,0.39324746
1.4400942,0.26854452,0.36160532,0.49071386,0.3927492
1.450089,0.2690847,0.36007667,0.49032,0.39324144
1.4600879,0.26996365,0.3631133,0.49011543,0.3934255
1.4700819,0.2709811,0.36343667,0.49065244,0.39360967
1.4800783,0.27030814,0.36350742,0.48991886,0.39270258
1.4900767,0.2704699,0.36305016,0.49027276,0.393493
1.5000732,0.27153003,0.36376682,0.48932794,0.39383966
1.5100749,0.27075046,0.36302355,0.4900664,0.3935746
1.5200782,0.27112398,0.36390477,0.4890946,0.3935459
1.5300746,0.27081916,0.36337402,0.48971003,0.3931061
1.5400957,0.27041957,0.3638347,0.48979023,0.39391512
1.550074,0.2702751,0.36309195,0.48847342,0.39308286
1.5600764,0.27030832,0.3640457,0.48910373,0.39410046
1.570075,0.27049685,0.36267224,0.48896495,0.39335355
1.5800738,0.27117234,0.36426574,0.4883768,0.39386958
1.5900754,0.27065924,0.36285147,0.48804834,0.3938146
1.6000758,0.27065405,0.36326018,0.48764497,0.393443
1.6100726,0.27032262,0.36314905,0.48755687,0.39306042
1.6200732,0.27100006,0.36342207,0.48751512,0.39361086
1.6300757,0.27049088,0.36359623,0.48788497,0.39324358
1.6400743,0.27009466,0.36380932,0.4881211,0.39308926
1.6500794,0.27036926,0.36359087,0.48707175,0.3934958
1.6600764,0.27039394,0.362677,0.4870231,0.39279512
1.6700733,0.27060485,0.36386108,0.48695645,0.3937061
1.680073,0.2704651,0.3633658,0.48661926,0.39390862
1.6900758,0.27054924,0.3632561,0.4866943,0.39289787
1.7000762,0.27020985,0.3628417,0.4865516,0.39358678
1.7100736,0.27086616,0.36415282,0.48609218,0.39387432
1.7200752,0.27037764,0.36273864,0.48647034,0.39339563
1.7300754,0.27180827,0.3642874,0.48526996,0.39293706
1.7400731,0.27122414,0.3633466,0.48563915,0.39310262
1.7500739,0.2717519,0.36296424,0.48535192,0.3940584
1.7600738,0.26984093,0.36361566,0.48518872,0.3934625
1.7700725,0.2707722,0.36402935,0.48552096,0.39286882
1.7800751,0.27097714,0.36377773,0.48498183,0.39397433
1.7900735,0.27136788,0.3631716,0.48446545,0.39373568
1.8000753,0.27002066,0.3642057,0.4849928,0.39271504
1.8100742,0.27090207,0.3628439,0.48454195,0.39315304
1.8200735,0.2715489,0.36390346,0.48401278,0.39291313
1.8300759,0.2708528,0.36411622,0.48395628,0.39356998
1.8400766,0.2708649,0.3640541,0.48380202,0.39422426
1.8500752,0.27029857,0.36371005,0.48407048,0.3928751
1.860074,0.2708782,0.36392367,0.48351452,0.39337167
1.8700753,0.27093685,0.36330134,0.48363662,0.3926243
1.8800763,0.27158487,0.36485615,0.48337424,0.3931375
1.8900747,0.27066308,0.36311018,0.4837086,0.39327046
1.9000759,0.27077484,0.36386833,0.48331106,0.39309323
1.9100736,0.27072692,0.36378643,0.483588,0.3931471
1.9200891,0.26794097,0.36201313,0.4825959,0.39294475
1.9300889,0.2689177,0.36156958,0.48202118,0.39319152
1.9400998,0.26659045,0.36064538,0.48215887,0.39233202
1.9500997,0.26886746,0.36202043,0.48198798,0.39269283
1.960087,0.2704993,0.36318624,0.48234978,0.39391804
1.970156,0.2686829,0.36123747,0.48199716,0.39337757
1.9800841,0.26807016,0.36181808,0.482085,0.39290702
1.9900955,0.26844963,0.36195487,0.48158565,0.3934245
2.0000916,0.2680542,0.3638995,0.48119056,0.39260456
2.0100856,0.2710149,0.36329895,0.48149332,0.392885
2.0200794,0.27102658,0.3632333,0.4811858,0.39263037
2.0300758,0.2715358,0.3637023,0.48127303,0.3934083
2.040074,0.27041993,0.3630437,0.48147514,0.39338106
2.050133,0.2706401,0.3632312,0.4807129,0.39350563
2.060074,0.27058873,0.3626735,0.48080552,0.39293846
2.0700712,0.2704321,0.36277178,0.48043877,0.39379716
2.0800722,0.2707114,0.36308083,0.48046333,0.3926096
2.0900714,0.27093625,0.3627449,0.48049068,0.3931909
2.1000717,0.2707229,0.36388034,0.48014805,0.39301726
2.1100717,0.27027452,0.36317235,0.48064336,0.39338025
2.1200736,0.27022767,0.36316508,0.48020256,0.3932325
2.130073,0.27089387,0.3638991,0.47985634,0.3933645
2.1400716,0.2704526,0.36362118,0.47945723,0.39324778
2.1500702,0.27027747,0.3628275,0.4793416,0.39285412
2.160076,0.27089965,0.36415553,0.48000404,0.39271432
2.1700754,0.2707117,0.36318547,0.47940743,0.39257458
2.1800747,0.27135584,0.36417574,0.47958446,0.39307964
2.1900737,0.27023014,0.36316243,0.47888038,0.39223802
2.200075,0.2708258,0.36422074,0.47932845,0.39296067
2.2100742,0.27155524,0.3606818,0.47837552,0.39221594
2.2200756,0.27007416,0.3632358,0.47876418,0.39266786
2.2300751,0.27072084,0.36331213,0.47817537,0.3927854
2.2400703,0.26836774,0.36255944,0.4779039,0.39293972
2.2500737,0.26975122,0.36108756,0.4782348,0.39191362
2.2600753,0.27011442,0.36163083,0.47812387,0.3930594
2.2700727,0.27034658,0.3642383,0.47807744,0.39039457
2.2800748,0.27004027,0.36288312,0.47685516,0.39060786
2.2900743,0.26982117,0.3633247,0.47879088,0.39365032
2.3000758,0.2691275,0.36311644,0.47964793,0.3929355
2.310074,0.27118087,0.36410558,0.47723144,0.39247593
2.3200736,0.2708399,0.3641734,0.47796425,0.39294654
2.3300788,0.271131,0.36400786,0.4770123,0.39269957
2.3400757,0.27100396,0.3636864,0.47701722,0.39223644
2.3500726,0.26996297,0.36338678,0.47705197,0.39294362
2.3600745,0.27021855,0.36380804,0.4768102,0.3928133
2.3700738,0.27069265,0.36413622,0.4763866,0.39203233
2.3800757,0.27198574,0.36309892,0.47685856,0.39274386
2.3900752,0.2711173,0.36399257,0.4764911,0.3919386
2.4000747,0.2707943,0.36356437,0.47620994,0.39221063
2.410074,0.26976746,0.36329997,0.47566918,0.39235294
2.4200864,0.26997763,0.36266696,0.47561863,0.3918185
2.4300892,0.26891202,0.36064416,0.47531518,0.3914644
2.4400895,0.26863307,0.36199147,0.47555518,0.39280427
2.4500878,0.2674038,0.36158523,0.4748327,0.38906723
2.4600873,0.26856524,0.36088413,0.47526914,0.3919167
2.4700778,0.27000368,0.3633224,0.47471038,0.39211273
2.480075,0.27086222,0.36439547,0.47536436,0.39263618
2.4900749,0.2698505,0.36175096,0.4746024,0.39170113
2.500076,0.2709565,0.3639521,0.47504824,0.39206696
2.510072,0.27103692,0.36346582,0.47476467,0.3918281
2.5200741,0.2703605,0.3641997,0.47425714,0.39175043
2.5300732,0.2709213,0.3639516,0.47451857,0.39143607
2.5400755,0.27047938,0.36408195,0.4745585,0.39244768
2.5500758,0.27143708,0.36351776,0.47484767,0.39214954
2.5600953,0.27046642,0.36338663,0.47394758,0.39213118
2.5700734,0.27053013,0.36375833,0.47436982,0.3924093
2.5800736,0.2706065,0.36374545,0.47391674,0.39250752
2.5900748,0.27159184,0.36396042,0.4742116,0.39201015
2.6000752,0.27054155,0.36343524,0.47345042,0.3918875
2.610076,0.2713816,0.36385643,0.47375974,0.39209738
2.6200743,0.2715794,0.36322525,0.4733556,0.392389
2.6300755,0.2717154,0.36390376,0.47409594,0.39167216
2.6400738,0.27059188,0.36440665,0.4728148,0.39164722
2.6500745,0.27100006,0.36406776,0.47309712,0.39173362
2.6600945,0.2709534,0.36412352,0.47265404,0.39213857
2.6700733,0.27049398,0.36323926,0.47306374,0.3922942
2.6800756,0.2711,0.36360663,0.4728163,0.39169395
2.690072,0.27091482,0.3642025,0.47270817,0.3919109
2.7000751,0.27100053,0.36380336,0.47276807,0.3916702
2.710074,0.2704668,0.36429906,0.4729369,0.39148986
2.7200766,0.2711167,0.36478078,0.47279754,0.39234933
2.7300725,0.27104077,0.3636625,0.47286886,0.39200014
2.7400758,0.270774,0.36396506,0.47292772,0.3922508
2.7500734,0.2709827,0.3621907,0.47092557,0.3919575
2.7600932,0.271512,0.3630778,0.4714852,0.39207354
2.770074,0.2711271,0.36423156,0.47172496,0.39108735
2.780075,0.271485,0.3642722,0.47159514,0.39154246
2.790073,0.2707349,0.36383247,0.47119865,0.3916374
2.8000765,0.27061197,0.36351115,0.47209498,0.3915377
2.810074,0.2705807,0.36353883,0.47092873,0.3914479
2.820076,0.27015427,0.36302507,0.47086775,0.3917094
2.8300753,0.27096787,0.3642323,0.4709419,0.39224043
2.8400755,0.2702487,0.36392438,0.47144547,0.39204368
2.8500755,0.27101356,0.3639616,0.47083047,0.3910842
2.8600912,0.27025676,0.36361083,0.47023934,0.391071
2.8700757,0.27001917,0.36383283,0.47134745,0.3911261
2.8800733,0.27083305,0.36350638,0.47063148,0.3911792
2.8900752,0.27063096,0.36474705,0.47076368,0.39131877
2.900075,0.27107385,0.36427215,0.47018045,0.39147553
2.9100738,0.27151996,0.36420786,0.47091246,0.39154193
2.9200883,0.27076104,0.3636463,0.4690948,0.39062968
2.9300942,0.26881522,0.36186436,0.46995085,0.39119858
2.9400992,0.2672827,0.36092058,0.4692714,0.3902424
2.9501038,0.26777112,0.36044198,0.4698932,0.39184672
2.960106,0.27055338,0.36288655,0.46900725,0.39122155
2.9701164,0.2678876,0.36149135,0.4681437,0.39143592
2.9800906,0.26876402,0.3618935,0.46896642,0.39092585
2.9900978,0.26858586,0.3623421,0.46887323,0.38996986
3.000089,0.26983333,0.3632916,0.46964628,0.39124262
3.010078,0.27024177,0.36418694,0.46928105,0.38999426
3.0200787,0.2715962,0.3642791,0.46882695,0.39148438
3.0300753,0.27123547,0.36446998,0.46876177,0.39099666
3.0400763,0.27169356,0.36487246,0.4684867,0.39125857
3.0500734,0.27077368,0.3645308,0.4678486,0.3905509
3.0600753,0.2707886,0.36383873,0.46913585,0.39011893
3.0700734,0.27116343,0.36387205,0.46843436,0.3913572
3.080076,0.27141827,0.3648127,0.46845153,0.39088294
3.0900748,0.27074838,0.36395288,0.46815246,0.39070225
3.1000743,0.270572,0.36471197,0.46817467,0.39154172
3.1100738,0.27126095,0.36416027,0.4682458,0.3903952
3.120076,0.27057707,0.3644742,0.46785185,0.3908321
3.1300802,0.27068722,0.36413133,0.46763322,0.39053965
3.1400762,0.27054757,0.3638046,0.46742633,0.39051372
3.1500754,0.2711856,0.3646212,0.46781206,0.3902142
3.1600757,0.27153778,0.3645944,0.46751514,0.39058998
3.1700728,0.27114362,0.36432886,0.46776065,0.39007062
3.1800733,0.2711805,0.3641052,0.46567374,0.3906657
3.1900747,0.2712333,0.36469173,0.46605912,0.3908663
3.200075,0.27051076,0.3639903,0.46676674,0.38968584
3.2100751,0.2712442,0.36493897,0.46671534,0.39066947
3.2200813,0.27052864,0.36408946,0.4667687,0.38997778
3.2300758,0.27151197,0.3639535,0.46641308,0.39045548
3.240074,0.27006915,0.3639127,0.46586883,0.39033675
3.2500734,0.27107248,0.36458632,0.46667475,0.39041317
3.260075,0.27053332,0.36404923,0.46566752,0.3905457
3.2700737,0.27059746,0.3644082,0.46592623,0.3899938
3.2800756,0.26986894,0.36414072,0.46595806,0.3897185
3.2900734,0.27063003,0.36418077,0.46586403,0.38997683
3.3000746,0.27076387,0.36498728,0.46509224,0.38976365
