elapsed_time_sec,ch0_voltage,ch1_voltage,ch2_voltage,ch3_voltage
46.98009,-0.00471183,-0.0072441115,-0.007061859,0.027635576
46.990074,-0.0026917746,-0.0050240126,-0.005156924,0.028791944
47.000084,-0.004195736,-0.006676448,-0.007053379,0.028808124
47.01007,-0.0018810715,-0.0049991603,-0.006782404,0.026515365
47.020077,-0.0023751187,-0.0050670304,-0.005268387,0.029040623
47.030083,-0.0046730726,-0.008275971,-0.0074972524,0.027307982
47.040073,-0.0024375103,-0.0054013077,-0.0053155087,0.02879748
47.050083,-0.0040410305,-0.0062984675,-0.0059255986,0.028867962
47.06007,-0.0027400795,-0.005096768,-0.0063799657,0.026943564
47.070076,-0.0028050353,-0.005140126,-0.0051158653,0.029347945
47.08009,-0.003816442,-0.0069687744,-0.006940542,0.027033964
47.090073,-0.0020382865,-0.005111006,-0.005058278,0.028976636
47.100082,-0.0040112697,-0.0073564188,-0.006873064,0.029210435
47.11007,-0.0017064577,-0.00503519,-0.0069566392,0.02685467
47.120075,-0.0028298975,-0.0057455082,-0.0051579624,0.02852705
47.13008,-0.004556746,-0.0077863117,-0.008142198,0.027391415
47.14007,-0.0015684273,-0.0040125586,-0.0051479326,0.029245883
47.15008,-0.004111498,-0.0060884105,-0.006164236,0.028994864
47.16007,-0.0021547668,-0.0048682406,-0.0071505085,0.02714024
47.17008,-0.0018198154,-0.0053985636,-0.0053320206,0.02923001
47.18009,-0.004363738,-0.0065082475,-0.0070579443,0.027914299
47.19007,-0.0019330191,-0.0043868045,-0.0048865145,0.02955661
47.20008,-0.004059491,-0.0064238086,-0.005844791,0.02883663
47.210068,-0.0022704662,-0.0047680354,-0.007340475,0.027573654
47.220074,-0.002479473,-0.004400061,-0.004974289,0.029302727
47.230083,-0.0055156588,-0.0075127585,-0.007217927,0.026789617
47.240074,-0.0016414286,-0.0044540195,-0.004782915,0.029477885
47.250076,-0.0040238425,-0.0063834996,-0.004511881,0.029052794
47.26007,-0.0026982422,-0.005466902,-0.0070779216,0.02737609
47.270077,-0.00299512,-0.005218119,-0.0050957934,0.02893447
47.28009,-0.00449202,-0.006859143,-0.006620978,0.028190868
47.290073,-0.0026358883,-0.0046946323,-0.004360568,0.0292216
47.30008,-0.0046358956,-0.006400733,-0.004056558,0.029248793
47.310066,-0.0022737898,-0.005439393,-0.007088235,0.027735556
47.320076,-0.0028136815,-0.005560344,-0.004552758,0.028842626
47.330082,-0.0039466424,-0.0072934097,-0.0074263685,0.02717622
47.340073,-0.0025847072,-0.005552514,-0.005607478,0.028577944
47.350082,-0.0038035852,-0.0072517903,-0.005988747,0.029281413
47.360073,-0.003457258,-0.00812642,-0.008480473,0.026983354
47.370075,-0.0032793419,-0.0057807765,-0.0058023054,0.028694794
47.38008,-0.005133763,-0.007990497,-0.00808889,0.027051827
47.390076,-0.0030797597,-0.005339874,-0.005203677,0.029048052
47.40008,-0.004532485,-0.007752934,-0.0056432215,0.028565668
47.41007,-0.0028196096,-0.0072362483,-0.008890224,0.026812738
47.420074,-0.0028654635,-0.006426754,-0.0062693614,0.02858478
47.43008,-0.0046068816,-0.0075890715,-0.007714872,0.026800392
47.440075,-0.00292245,-0.0059045805,-0.0051695537,0.02874454
47.45008,-0.0041458723,-0.007540244,-0.005394696,0.028628662
47.460068,-0.0027227611,-0.006603213,-0.008962527,0.025957992
47.470078,-0.0026368701,-0.0055959933,-0.005819763,0.028479584
47.480083,-0.004415993,-0.008318811,-0.0076487665,0.02636488
47.490074,-0.0031450395,-0.0057042767,-0.0061485167,0.028782636
47.500084,-0.004093605,-0.0075002923,-0.0057890085,0.028372306
47.510067,-0.0025776578,-0.0075346497,-0.010258096,0.027099315
47.520077,-0.003129874,-0.0050650435,-0.005706725,0.028691279
47.53008,-0.004558956,-0.0101934085,-0.008569064,0.028119914
47.540073,-0.002112494,-0.0059577227,-0.0050157807,0.030142512
47.550083,-0.002867415,-0.0071900724,-0.0039810375,0.027046174
47.56007,-0.00033069574,-0.0078075784,-0.007936573,0.02737301
47.570076,-0.0027623132,-0.0056907577,-0.0058142776,0.029146258
47.580086,-0.0042606704,-0.0072667734,-0.008281258,0.026818963
47.590076,-0.003092498,-0.0064773653,-0.0055957567,0.02859486
47.600082,-0.00416425,-0.0062784003,-0.0057221367,0.028627988
47.61007,-0.0023567027,-0.0077712694,-0.0075305593,0.027442109
47.620075,-0.0027133818,-0.0053601116,-0.006046682,0.028888717
47.63008,-0.004410623,-0.0075887996,-0.0077566123,0.026548719
47.64007,-0.0028508469,-0.0057548876,-0.0059832567,0.02879704
47.65008,-0.00448735,-0.005587891,-0.006449511,0.0285475
47.66007,-0.0029127984,-0.007581691,-0.0069216196,0.027499532
47.670074,-0.002974847,-0.005836251,-0.0055340393,0.028658349
47.680084,-0.004106247,-0.007427208,-0.0072020898,0.026843693
47.690075,-0.0024663014,-0.005771707,-0.006374028,0.028689917
47.70008,-0.004651851,-0.005186089,-0.0052241744,0.02888544
47.710068,-0.0035162999,-0.007869071,-0.00813593,0.027223838
47.720074,-0.0020708744,-0.0054600327,-0.005546721,0.028710522
47.73008,-0.0056941756,-0.007426262,-0.007482574,0.027554082
47.740074,-0.0026132145,-0.0049153036,-0.005712712,0.028089859
47.750084,-0.0042624683,-0.0052507045,-0.0066148867,0.028046925
47.760067,-0.00294827,-0.006516787,-0.009007236,0.02782986
47.770073,-0.003158367,-0.005556169,-0.00521955,0.027967902
47.78008,-0.0050588218,-0.009780006,-0.006340482,0.02562524
47.790077,-0.002315601,-0.0058604507,-0.0069066193,0.028188642
47.800087,-0.004276094,-0.006239863,-0.0076202615,0.02963743
47.81007,-0.0059051365,-0.007936573,-0.007805627,0.027930588
47.820076,-0.0030182076,-0.0058119567,-0.005499398,0.028519975
47.830086,-0.004563734,-0.0080695525,-0.007485351,0.02711707
47.840073,-0.0029596507,-0.005920181,-0.0052274982,0.028282119
47.850082,-0.0043184017,-0.0060375957,-0.005949694,0.029254707
47.86007,-0.0043379175,-0.008475993,-0.0072095743,0.027598543
47.870075,-0.0027794044,-0.005376552,-0.0056550256,0.028331842
47.880085,-0.004709417,-0.0076024015,-0.007854061,0.026888972
47.890076,-0.0023846517,-0.005881445,-0.0058305264,0.028673217
47.90008,-0.0050008893,-0.005806244,-0.0064621097,0.028308554
47.91007,-0.004294971,-0.008633301,-0.00794471,0.027144592
47.920074,-0.0030172141,-0.005740198,-0.005816144,0.02839111
47.930084,-0.004607038,-0.006920718,-0.007079471,0.02673315
47.94007,-0.0027684637,-0.0053528966,-0.0065495525,0.028596492
47.950085,-0.004179236,-0.0055130566,-0.006086847,0.02825941
47.960068,-0.0047226404,-0.007477003,-0.00731896,0.027474696
47.970074,-0.0032703055,-0.006123868,-0.0053833793,0.028600039
47.980087,-0.0039100708,-0.008034825,-0.007945419,0.026498653
47.99007,-0.0027574047,-0.0052174916,-0.005774451,0.028495446
48.000084,-0.0042860527,-0.0063191587,-0.0065226657,0.028605718
48.010067,-0.00506031,-0.006942718,-0.008225703,0.026600266
48.020077,-0.002763165,-0.005494676,-0.0067822146,0.0283522
48.030083,-0.0043321457,-0.008374128,-0.008155067,0.027136218
48.040073,-0.0037622117,-0.0059477496,-0.0051161963,0.02751097
48.05008,-0.003243054,-0.0059619923,-0.005609619,0.028499655
48.06007,-0.004795594,-0.007203178,-0.007181119,0.026522508
48.070072,-0.0021854124,-0.005700326,-0.005910873,0.029031115
48.080082,-0.0040559787,-0.007923446,-0.00803634,0.027257781
48.090073,-0.0026206519,-0.0058991867,-0.0051267846,0.028501596
48.100086,-0.003838489,-0.0052368892,-0.005950153,0.02871866
48.11007,-0.005004485,-0.0067855716,-0.00787301,0.02688754
48.120075,-0.0022432269,-0.005548727,-0.005696021,0.029500403
48.13008,-0.0043704677,-0.00732693,-0.008390736,0.026565775
