elapsed_time_sec,ss1,ss2,ss3,ss4
4.9259997e-06,0.27059135,0.39717934,0.6302385,0.4259984
0.010075214,0.27102736,0.40150067,0.62965506,0.4481278
0.020065783,0.2700522,0.40235126,0.63075,0.45439076
0.030063387,0.27097842,0.40250894,0.63080347,0.45690385
0.040063582,0.27027768,0.4026253,0.63053274,0.4568627
0.050063003,0.27110586,0.40207598,0.63068247,0.45769906
0.06007229,0.27102566,0.40249604,0.630639,0.45833963
0.07006569,0.27018732,0.40300843,0.6302142,0.4571944
0.080063224,0.2712805,0.4021604,0.6307119,0.4580012
0.09006199,0.27120817,0.40353367,0.6305684,0.45819205
0.1000629,0.2708856,0.4037166,0.63027126,0.458204
0.110063076,0.27066088,0.40335178,0.6313501,0.45868632
0.12006479,0.27106574,0.40291113,0.6300275,0.45772597
0.13006236,0.271709,0.40342188,0.63005817,0.45737058
0.14006335,0.27099085,0.40281823,0.63065577,0.45766062
0.15006298,0.27027625,0.40223324,0.63059247,0.45768097
0.16006227,0.27047732,0.40317994,0.630148,0.45854944
0.17006287,0.2702558,0.40311265,0.6309973,0.4579618
0.18006262,0.2709241,0.40293393,0.63092023,0.45827436
0.19006243,0.27068025,0.40247908,0.6302934,0.45799512
0.20006217,0.270711,0.40271467,0.6300916,0.45798543
0.21006224,0.27039647,0.4024709,0.62919444,0.45814157
0.22006375,0.27124313,0.40338403,0.6310821,0.45832533
0.23006277,0.2710337,0.40305385,0.6299489,0.4580502
0.24006294,0.2710557,0.40355825,0.62817025,0.45753503
0.25006118,0.27080122,0.4038677,0.6301209,0.457462
0.2600628,0.27077955,0.40254927,0.63023,0.45825398
0.27006155,0.27101877,0.40235302,0.6295999,0.4574257
0.2800622,0.27087533,0.4026299,0.6296485,0.45766497
0.29006216,0.27087218,0.40303904,0.63074255,0.45848894
0.30006257,0.2706697,0.40257952,0.630127,0.4585534
0.3100629,0.27086824,0.40272078,0.63003963,0.45996475
0.32006174,0.27040064,0.40248424,0.629601,0.45895678
0.3300619,0.27000424,0.4029707,0.63005984,0.45740923
0.3400677,0.26840222,0.40110204,0.629321,0.45759532
0.35007265,0.27082327,0.40416455,0.62977046,0.45683774
0.36006486,0.27033576,0.40365696,0.6293547,0.45719406
0.37006247,0.27079663,0.40195745,0.63034546,0.45863467
0.3800665,0.2673025,0.4021721,0.62961704,0.4581362
0.39006394,0.27057698,0.40234512,0.6306737,0.457558
0.40006328,0.267901,0.39961365,0.62867635,0.4574911
0.41006646,0.2705781,0.4033359,0.6296434,0.45825085
0.42006305,0.27090114,0.40267384,0.6298398,0.4578329
0.4300634,0.2713432,0.4030036,0.62983876,0.45774406
0.44006187,0.2712758,0.4021207,0.6301676,0.45801526
0.4500617,0.27060705,0.40230647,0.62939614,0.45766726
0.4600626,0.2705112,0.40236172,0.62919664,0.45813963
0.47006258,0.27099544,0.4030462,0.6288696,0.4576814
0.48006275,0.2711802,0.40224296,0.6300357,0.45802343
0.49006122,0.27125078,0.4030982,0.62932605,0.4579558
0.5000625,0.27029884,0.403147,0.6293568,0.4574569
0.5100626,0.27050054,0.4031924,0.6298022,0.45775622
0.52006304,0.270692,0.4027794,0.628898,0.45819762
0.5300617,0.2719497,0.40264174,0.6294249,0.4582949
0.5400626,0.27140298,0.4035298,0.6297754,0.45844972
0.5500615,0.27029634,0.40236124,0.629256,0.45736057
0.56006986,0.2707198,0.40224785,0.6299451,0.45801616
0.57006603,0.27094245,0.4032192,0.6286626,0.45793155
0.58006316,0.27094743,0.4033833,0.6292992,0.45781985
0.5900619,0.27076235,0.4025568,0.62918645,0.45799267
0.60006243,0.27068192,0.40293366,0.62847877,0.4574892
0.61006105,0.27065358,0.4026112,0.63012326,0.45785245
0.6200639,0.2705714,0.40312496,0.62958944,0.45762172
0.63006264,0.27104625,0.4028678,0.6291626,0.45764592
0.6400628,0.270145,0.40248373,0.62913585,0.45739138
0.6500621,0.27072397,0.40277648,0.6290525,0.45786956
0.66006315,0.27042362,0.40260836,0.6285505,0.45739937
0.6700619,0.27095777,0.40333325,0.6294009,0.4577563
0.6800646,0.26622063,0.4022454,0.62833005,0.457435
0.69006747,0.27019718,0.40272442,0.62952495,0.45777124
0.7000627,0.2699829,0.40257612,0.62913954,0.4579571
0.7100606,0.2707497,0.40221402,0.62913465,0.45736203
0.72006357,0.2707707,0.40246445,0.6289369,0.45760038
0.7300616,0.27092817,0.4023426,0.62884504,0.4576218
0.74006253,0.2704398,0.40291634,0.6289862,0.45739496
0.75006235,0.27093703,0.4024792,0.62915987,0.45758587
0.76006275,0.2703087,0.4027547,0.62847614,0.45812434
0.77006197,0.2703828,0.4027154,0.62868154,0.45689428
0.78006184,0.27089667,0.40219596,0.62830997,0.45737264
0.7900623,0.27044767,0.40264732,0.6281703,0.4576682
0.8000619,0.2708407,0.40251037,0.6288233,0.4572542
0.81006235,0.270197,0.40205964,0.62830263,0.4574206
0.8200623,0.27137318,0.40185365,0.62777764,0.4579998
