elapsed_time_sec,ch1_voltage,ch2_voltage,ch3_voltage,ch4_voltage,ch5_voltage,ch6_voltage,ch7_voltage,ch8_voltage
0.88008,-0.003936991,-0.008298373,-0.007415023,2.740932,5.08,5.08,5.08,5.08
0.8900738,-0.001954984,-0.004947475,-0.003440342,2.718518,5.08,5.08,5.08,5.08
0.9000871,-0.004325759,-0.006670395,-0.004613198,2.7318182,5.08,5.08,5.08,5.08
0.91006863,-0.001775061,-0.005052624,-0.004485328,2.7186732,5.08,5.08,5.08,5.08
0.92009395,-0.005762659,-0.010635122,-0.007055092,2.7467215,5.08,5.08,5.08,5.08
0.9300816,-0.001665307,-0.006885259,-0.005365824,2.7407057,5.08,5.08,5.08,5.08
0.9400725,-0.001390892,-0.004824466,-0.003817566,2.7310607,5.08,5.08,5.08,5.08
0.9500975,-0.004127241,-0.007346247,-0.004319537,2.7294393,5.08,5.08,5.08,5.08
0.96007204,-0.001083807,-0.005781489,-0.004088011,2.7164385,5.08,5.08,5.08,5.08
0.970099,-0.005928745,-0.01010378,-0.007389392,2.7522912,5.08,5.08,5.08,5.08
0.98007727,-0.001271727,-0.005945824,-0.004869778,2.735328,5.08,5.08,5.08,5.08
0.99007154,-0.001072784,-0.005612718,-0.003968559,2.7324092,5.08,5.08,5.08,5.08
1.0000943,-0.00380989,-0.007143329,-0.005565608,2.7308757,5.08,5.08,5.08,5.08
1.0100708,-0.001526344,-0.004991403,-0.004163283,2.7260377,5.08,5.08,5.08,5.08
1.0201006,-0.007080396,-0.009360133,-0.007544883,2.751604,5.08,5.08,5.08,5.08
1.0300751,-0.001678748,-0.006484876,-0.005378078,2.7424002,5.08,5.08,5.08,5.08
1.0400717,-0.001034698,-0.005616136,-0.003598018,2.7209222,5.08,5.08,5.08,5.08
1.0500882,-0.003077158,-0.006868652,-0.003853439,2.734293,5.08,5.08,5.08,5.08
1.0600796,-0.001991389,-0.004661895,-0.004635671,2.7323492,5.08,5.08,5.08,5.08
1.0701023,-0.006159457,-0.009942624,-0.007544954,2.7468,5.08,5.08,5.08,5.08
1.0800825,-0.00347262,-0.008502888,-0.006517911,2.7340357,5.08,5.08,5.08,5.08
1.0900742,-0.001343169,-0.004650893,-0.003659156,2.7307694,5.08,5.08,5.08,5.08
1.1000808,-0.003345533,-0.006871124,-0.003578443,2.727843,5.08,5.08,5.08,5.08
1.1100692,-0.00138868,-0.005550882,-0.004210968,2.7324245,5.08,5.08,5.08,5.08
1.1201009,-0.005581954,-0.009845507,-0.007466382,2.7367585,5.08,5.08,5.08,5.08
1.1300774,-0.001535511,-0.006456111,-0.005567335,2.7427862,5.08,5.08,5.08,5.08
1.1400743,-0.002017363,-0.005011012,-0.003796974,2.7261634,5.08,5.08,5.08,5.08
1.1500914,-0.003103049,-0.006423608,-0.004686388,2.7340372,5.08,5.08,5.08,5.08
1.1600733,-0.001157068,-0.005276749,-0.003401026,2.7297547,5.08,5.08,5.08,5.08
1.1701034,-0.003896043,-0.009576108,-0.007090911,2.7383342,5.08,5.08,5.08,5.08
1.1800807,-0.004224939,-0.007993641,-0.007596216,2.7449546,5.08,5.08,5.08,5.08
1.1900735,-0.001770848,-0.00469727,-0.003571025,2.7272635,5.08,5.08,5.08,5.08
1.2000803,-0.003156297,-0.0074764,-0.004071496,2.7414093,5.08,5.08,5.08,5.08
1.2100688,-0.000611074,-0.005700904,-0.004363288,2.7274325,5.08,5.08,5.08,5.08
1.2201052,-0.006179967,-0.009212649,-0.007839371,2.7522511,5.08,5.08,5.08,5.08
1.2300835,-0.001553146,-0.007110152,-0.006240324,2.7364137,5.08,5.08,5.08,5.08
1.2400706,-0.000985412,-0.005633251,-0.003523397,2.7330294,5.08,5.08,5.08,5.08
1.2500778,-0.002210629,-0.00635412,-0.003853499,2.7436173,5.08,5.08,5.08,5.08
1.2600696,-0.001805516,-0.005945824,-0.003912529,2.7359648,5.08,5.08,5.08,5.08
1.2700979,-0.005261929,-0.008795589,-0.00809343,2.7484417,5.08,5.08,5.08,5.08
1.280081,-0.004560034,-0.007746168,-0.006480263,2.7498744,5.08,5.08,5.08,5.08
1.2900777,-0.000906911,-0.006145868,-0.006060462,2.7324836,5.08,5.08,5.08,5.08
1.3000823,-0.00306061,-0.007008374,-0.003588071,2.740393,5.08,5.08,5.08,5.08
1.310069,-0.001610745,-0.005329584,-0.003336849,2.7284734,5.08,5.08,5.08,5.08
1.3200994,-0.006276032,-0.010005089,-0.008277452,2.7455332,5.08,5.08,5.08,5.08
1.3300824,-0.001887816,-0.0070728,-0.005056634,2.737845,5.08,5.08,5.08,5.08
1.3400737,-0.001185479,-0.005433822,-0.004501709,2.7266707,5.08,5.08,5.08,5.08
1.3500775,-0.003205927,-0.006646585,-0.004947475,2.7341042,5.08,5.08,5.08,5.08
1.3600718,-0.001709616,-0.005014113,-0.00433243,2.731862,5.08,5.08,5.08,5.08
1.3700979,-0.005312751,-0.009647676,-0.007157392,2.749713,5.08,5.08,5.08,5.08
1.3800806,-0.004846939,-0.008608971,-0.005549202,2.7436137,5.08,5.08,5.08,5.08
1.3900727,-0.00129103,-0.005524979,-0.004294959,2.7254205,5.08,5.08,5.08,5.08
1.400159,-0.00352399,-0.007491608,-0.004197983,2.7008395,5.08,5.08,5.08,5.08
1.4100884,-0.002081446,-0.008272212,-0.006607506,2.731487,5.08,5.08,5.08,5.08
1.4200883,-0.003858431,-0.008871181,-0.005691063,2.735833,5.08,5.08,5.08,5.08
1.4301146,-0.00420398,-0.008891714,-0.007545758,2.7378275,5.08,5.08,5.08,5.08
1.4400738,-0.001165147,-0.00590204,-0.003592979,2.7302897,5.08,5.08,5.08,5.08
1.4500803,-0.003394557,-0.006581024,-0.003800711,2.731037,5.08,5.08,5.08,5.08
1.4600728,-0.004639609,-0.005887548,-0.004125278,2.7309997,5.08,5.08,5.08,5.08
1.4700907,-0.005870292,-0.008890744,-0.007572752,2.7466486,5.08,5.08,5.08,5.08
1.4800785,-0.003939924,-0.007569807,-0.006006524,2.7426114,5.08,5.08,5.08,5.08
1.4900714,-0.001272579,-0.005410262,-0.003770879,2.7083101,5.08,5.08,5.08,5.08
1.5000745,-0.003376566,-0.00599279,-0.003805218,2.7307177,5.08,5.08,5.08,5.08
1.5100687,-0.002051735,-0.005295378,-0.004162772,2.7334623,5.08,5.08,5.08,5.08
1.5200794,-0.003838702,-0.007595837,-0.005766763,2.745811,5.08,5.08,5.08,5.08
1.5300843,-0.004687074,-0.0074439,-0.005057474,2.738357,5.08,5.08,5.08,5.08
1.5400734,-0.001494657,-0.005194414,-0.003644641,2.727785,5.08,5.08,5.08,5.08
1.5500786,-0.002971665,-0.007290136,-0.003355324,2.7271483,5.08,5.08,5.08,5.08
1.5600699,-0.001408717,-0.005240544,-0.003997053,2.7371714,5.08,5.08,5.08,5.08
1.5700848,-0.004365287,-0.006844181,-0.005255353,2.7296798,5.08,5.08,5.08,5.08
1.5800914,-0.00471578,-0.009500813,-0.007705386,2.750475,5.08,5.08,5.08,5.08
1.5900753,-0.001419326,-0.005086676,-0.003839021,2.7303703,5.08,5.08,5.08,5.08
1.6000834,-0.003440377,-0.006440037,-0.005075133,2.7256749,5.08,5.08,5.08,5.08
1.6100703,-0.001961867,-0.005595626,-0.004038556,2.73148,5.08,5.08,5.08,5.08
1.6201087,-0.00593583,-0.009440228,-0.007127811,2.7446523,5.08,5.08,5.08,5.08
1.6300812,-0.003430761,-0.007345088,-0.005031181,2.7449577,5.08,5.08,5.08,5.08
1.640072,-0.001128989,-0.004655305,-0.002912089,2.7143714,5.08,5.08,5.08,5.08
1.6500801,-0.003728727,-0.005402088,-0.003291347,2.7237575,5.08,5.08,5.08,5.08
1.6600689,-0.001331209,-0.005045622,-0.003305082,2.7338428,5.08,5.08,5.08,5.08
1.6700999,-0.005377773,-0.008896872,-0.007832015,2.740926,5.08,5.08,5.08,5.08
1.6800808,-0.004425919,-0.007560567,-0.004901075,2.7403715,5.08,5.08,5.08,5.08
1.690074,-0.001509454,-0.005046852,-0.003512338,2.7314036,5.08,5.08,5.08,5.08
1.7000749,-0.002817658,-0.006479092,-0.004370101,2.733001,5.08,5.08,5.08,5.08
1.710068,-0.001647922,-0.004252143,-0.003977906,2.7355266,5.08,5.08,5.08,5.08
1.7218955,-0.00415758,-0.009306338,-0.006361642,2.742473,5.08,5.08,5.08,5.08
1.7300831,-0.004724039,-0.007171385,-0.005310305,2.7341821,5.08,5.08,5.08,5.08
1.740073,-0.001016199,-0.005893831,-0.003837557,2.7342627,5.08,5.08,5.08,5.08
1.7500768,-0.003105379,-0.004976063,-0.003832918,2.7189863,5.08,5.08,5.08,5.08
1.7600701,-0.00102494,-0.005286472,-0.003969409,2.7312667,5.08,5.08,5.08,5.08
1.7700835,-0.003478203,-0.006445087,-0.004791171,2.7404315,5.08,5.08,5.08,5.08
1.7800986,-0.005442942,-0.009409346,-0.007524894,2.747668,5.08,5.08,5.08,5.08
1.7900845,-0.000546033,-0.005947539,-0.002378655,2.7302845,5.08,5.08,5.08,5.08
1.8000803,-0.004619867,-0.009442336,-0.003898633,2.7243488,5.08,5.08,5.08,5.08
1.8100697,-0.001890761,-0.005498012,-0.004347628,2.7313805,5.08,5.08,5.08,5.08
1.8200896,-0.006067296,-0.008771863,-0.006981229,2.7209022,5.08,5.08,5.08,5.08
1.8300834,-0.004108955,-0.006367059,-0.005465852,2.7338006,5.08,5.08,5.08,5.08
1.8400731,-0.00164299,-0.004889011,-0.003328472,2.7289298,5.08,5.08,5.08,5.08
1.8500831,-0.00346324,-0.006712182,-0.003635347,2.727061,5.08,5.08,5.08,5.08
1.8600699,-0.001402129,-0.004991252,-0.00396274,2.7359233,5.08,5.08,5.08,5.08
1.8701036,-0.005151649,-0.010023093,-0.006161338,2.7346153,5.08,5.08,5.08,5.08
1.8800929,-0.004738277,-0.006812092,-0.005369822,2.7434247,5.08,5.08,5.08,5.08
1.8900712,-0.000992482,-0.005560451,-0.00406906,2.7336373,5.08,5.08,5.08,5.08
1.9000798,-0.001785408,-0.006208661,-0.003745357,2.7298849,5.08,5.08,5.08,5.08
1.9100666,-0.001517757,-0.005035084,-0.004058604,2.734673,5.08,5.08,5.08,5.08
1.9200915,-0.004517759,-0.007448368,-0.006467998,2.7418795,5.08,5.08,5.08,5.08
1.9300859,-0.003222263,-0.0078921,-0.006132597,2.7265725,5.08,5.08,5.08,5.08
1.9400718,-0.001296589,-0.005380422,-0.003611573,2.7323742,5.08,5.08,5.08,5.08
1.9500813,-0.001311208,-0.006068797,-0.004146946,2.7331765,5.08,5.08,5.08,5.08
1.9600669,-0.002023052,-0.005284993,-0.003434168,2.7352085,5.08,5.08,5.08,5.08
1.9700896,-0.005859103,-0.008888284,-0.005976018,2.7332418,5.08,5.08,5.08,5.08
1.9801054,-0.003841694,-0.006937691,-0.005007681,2.7343838,5.08,5.08,5.08,5.08
1.9900731,-0.001168295,-0.005471719,-0.003463039,2.732718,5.08,5.08,5.08,5.08
2.0000737,-0.001217012,-0.00601809,-0.004061387,2.7369447,5.08,5.08,5.08,5.08
2.0100684,-0.001347496,-0.005586602,-0.003730752,2.6504476,5.08,5.08,5.08,5.08
2.020087,-0.006203386,-0.008574434,-0.006091802,2.7488577,5.08,5.08,5.08,5.08
2.0300953,-0.004580801,-0.006805184,-0.005463877,2.727859,5.08,5.08,5.08,5.08
2.0400708,-0.001300741,-0.005231579,-0.003954662,2.7317355,5.08,5.08,5.08,5.08
2.0500727,-0.001913693,-0.004759553,-0.003853085,2.7233815,5.08,5.08,5.08,5.08
2.060072,-0.001181848,-0.005498116,-0.004339337,2.738249,5.08,5.08,5.08,5.08
2.0701008,-0.005685731,-0.008020134,-0.006013928,2.7343543,5.08,5.08,5.08,5.08
2.0800939,-0.004254664,-0.006985547,-0.005795776,2.73653,5.08,5.08,5.08,5.08
2.09007,-0.00142129,-0.005568787,-0.004469738,2.7371652,5.08,5.08,5.08,5.08
2.100074,-0.001262915,-0.005556559,-0.00376694,2.7249756,5.08,5.08,5.08,5.08
2.1100655,-0.001439459,-0.00548732,-0.004432445,2.7273545,5.08,5.08,5.08,5.08
2.1200862,-0.005093608,-0.007560093,-0.00602656,2.7394643,5.08,5.08,5.08,5.08
2.130098,-0.002632551,-0.007563949,-0.005873189,2.7398727,5.08,5.08,5.08,5.08
2.140072,-0.001044719,-0.006295962,-0.004027722,2.7183216,5.08,5.08,5.08,5.08
2.150074,-0.001088777,-0.004484724,-0.004024162,2.7355368,5.08,5.08,5.08,5.08
2.1600664,-0.001793146,-0.005698079,-0.004483695,2.7306058,5.08,5.08,5.08,5.08
2.170098,-0.006697918,-0.007277184,-0.00676303,2.7427251,5.08,5.08,5.08,5.08
2.180097,-0.002706879,-0.00718572,-0.004438078,2.7334907,5.08,5.08,5.08,5.08
2.1900733,-0.001098142,-0.005051867,-0.009233526,2.731969,5.08,5.08,5.08,5.08
2.200072,-0.001106954,-0.006250709,-0.004140952,2.7336047,5.08,5.08,5.08,5.08
2.2100656,-0.001451723,-0.005402964,-0.003922857,2.7195287,5.08,5.08,5.08,5.08
2.2200868,-0.005434664,-0.009274676,-0.006152633,2.74107,5.08,5.08,5.08,5.08
2.2300925,-0.002939622,-0.006072663,-0.005498816,2.7437992,5.08,5.08,5.08,5.08
2.240071,-0.001192233,-0.005766311,-0.003196595,2.7257838,5.08,5.08,5.08,5.08
2.2500727,-0.001669768,-0.005909702,-0.004012665,2.7330043,5.08,5.08,5.08,5.08
2.260066,-0.001402013,-0.006538018,-0.003535179,2.7266846,5.08,5.08,5.08,5.08
2.2701013,-0.005697097,-0.007708142,-0.006250614,2.737852,5.08,5.08,5.08,5.08
2.2801147,-0.003374721,-0.006911008,-0.005298713,2.7383258,5.08,5.08,5.08,5.08
2.2900722,-0.001445537,-0.005991243,-0.004970788,2.7518299,5.08,5.08,5.08,5.08
2.3000755,-0.001696513,-0.005146336,-0.00442044,2.719518,5.08,5.08,5.08,5.08
2.3100653,-0.00165341,-0.0054833,-0.004221144,2.7204683,5.08,5.08,5.08,5.08
2.3203292,-0.003720601,-0.0072879,-0.005871188,2.7410378,5.08,5.08,5.08,5.08
2.3301327,-0.002297079,-0.006733141,-0.005425342,2.7294872,5.08,5.08,5.08,5.08
2.3400714,-0.001755614,-0.004645322,-0.003840926,2.7301388,5.08,5.08,5.08,5.08
2.3500803,-0.002123823,-0.005196462,-0.003785524,2.7239878,5.08,5.08,5.08,5.08
2.3600683,-0.001876743,-0.00580583,-0.003671753,2.7161715,5.08,5.08,5.08,5.08
2.3707407,-0.006377894,-0.009480679,-0.006499743,2.7433715,5.08,5.08,5.08,5.08
2.380085,-0.004124499,-0.007016308,-0.005353798,2.7338743,5.08,5.08,5.08,5.08
2.390071,-0.001354238,-0.005047917,-0.003878666,2.7301812,5.08,5.08,5.08,5.08
2.400072,-0.001149357,-0.005515115,-0.003525206,2.734925,5.08,5.08,5.08,5.08
2.4100914,-0.001503788,-0.005249084,-0.004012112,2.7236564,5.08,5.08,5.08,5.08
2.420106,-0.005919696,-0.008595982,-0.00658695,2.7556398,5.08,5.08,5.08,5.08
2.4301462,-0.005315497,-0.009967866,-0.006537805,2.7329476,5.08,5.08,5.08,5.08
2.4400706,-0.002071298,-0.00705411,-0.004545888,2.732508,5.08,5.08,5.08,5.08
2.4500842,-0.00212643,-0.005430901,-0.00399115,2.7364225,5.08,5.08,5.08,5.08
2.460067,-0.001785527,-0.006420651,-0.004377614,2.731135,5.08,5.08,5.08,5.08
2.4700975,-0.003835106,-0.008435055,-0.007497584,2.7480907,5.08,5.08,5.08,5.08
2.4800804,-0.005706051,-0.009086459,-0.00818492,2.7389255,5.08,5.08,5.08,5.08
2.4900694,-0.002556746,-0.005865882,-0.004233064,2.7169392,5.08,5.08,5.08,5.08
2.5000799,-0.002266315,-0.005647125,-0.004063111,2.7315404,5.08,5.08,5.08,5.08
2.510066,-0.002152874,-0.004799734,-0.00431871,2.7199838,5.08,5.08,5.08,5.08
2.5200999,-0.005239539,-0.00760511,-0.005753421,2.7421768,5.08,5.08,5.08,5.08
2.5300775,-0.003688844,-0.006617844,-0.005449257,2.7383976,5.08,5.08,5.08,5.08
2.5400705,-0.001671755,-0.005328874,-0.003359986,2.716084,5.08,5.08,5.08,5.08
2.550073,-0.001141444,-0.005482326,-0.003907247,2.7344007,5.08,5.08,5.08,5.08
2.5600653,-0.001401466,-0.00556407,-0.00433366,2.723578,5.08,5.08,5.08,5.08
2.5700796,-0.0037105,-0.008156286,-0.006182545,2.7440026,5.08,5.08,5.08,5.08
2.580082,-0.002957851,-0.007509281,-0.005531286,2.7393472,5.08,5.08,5.08,5.08
2.5900698,-0.00133872,-0.005324356,-0.004272087,2.722513,5.08,5.08,5.08,5.08
2.6000786,-0.002329688,-0.004528251,-0.003707555,2.733426,5.08,5.08,5.08,5.08
2.610066,-0.000597779,-0.005652861,-0.004628338,2.7250454,5.08,5.08,5.08,5.08
2.6200848,-0.005071241,-0.008169322,-0.005981118,2.6762187,5.08,5.08,5.08,5.08
2.6300943,-0.005341352,-0.007199925,-0.005261255,2.743688,5.08,5.08,5.08,5.08
2.6400712,-0.000983803,-0.005042545,-0.003595179,2.7325218,5.08,5.08,5.08,5.08
2.6500757,-0.002176175,-0.004447857,-0.003902052,2.7279427,5.08,5.08,5.08,5.08
2.6600654,-0.001853394,-0.004837488,-0.004062188,2.7322035,5.08,5.08,5.08,5.08
2.6700876,-0.003276728,-0.008663568,-0.006668384,2.730646,5.08,5.08,5.08,5.08
2.6800818,-0.00321211,-0.007446594,-0.005159581,2.7331214,5.08,5.08,5.08,5.08
2.69007,-0.001019984,-0.005299742,-0.004013162,2.7225313,5.08,5.08,5.08,5.08
2.700074,-0.001667734,-0.006135849,-0.003942183,2.7280056,5.08,5.08,5.08,5.08
2.710066,-0.001130205,-0.005197728,-0.004379008,2.7338135,5.08,5.08,5.08,5.08
2.7201083,-0.005718707,-0.008172929,-0.005922984,2.7392406,5.08,5.08,5.08,5.08
2.7300863,-0.003323034,-0.008171247,-0.004784689,2.7386642,5.08,5.08,5.08,5.08
2.740074,-0.001210826,-0.005637875,-0.004587118,2.7306988,5.08,5.08,5.08,5.08
2.7500741,-0.001099372,-0.005673628,-0.004413994,2.7315748,5.08,5.08,5.08,5.08
2.760068,-0.001675055,-0.00527423,-0.003304762,2.7393763,5.08,5.08,5.08,5.08
2.7701063,-0.006346562,-0.007940748,-0.006116156,2.7363613,5.08,5.08,5.08,5.08
2.7800848,-0.003974341,-0.007096976,-0.005836429,2.7442598,5.08,5.08,5.08,5.08
2.7900732,-0.002629662,-0.005868068,-0.005403354,2.6878211,5.08,5.08,5.08,5.08
2.800075,-0.001159493,-0.005682786,-0.002705043,2.722043,5.08,5.08,5.08,5.08
2.8100646,-0.00159116,-0.005311665,-0.003722719,2.7349136,5.08,5.08,5.08,5.08
2.820098,-0.006191289,-0.007152236,-0.005639993,2.7240665,5.08,5.08,5.08,5.08
2.8300836,-0.002648199,-0.008552646,-0.005045007,2.7368226,5.08,5.08,5.08,5.08
2.8400722,-0.00217899,-0.004993571,-0.004024259,2.724191,5.08,5.08,5.08,5.08
2.8500717,-0.001649448,-0.005675216,-0.004160977,2.7302775,5.08,5.08,5.08,5.08
2.8600662,-0.001986221,-0.005920794,-0.003836668,2.7375503,5.08,5.08,5.08,5.08
2.8700805,-0.00364334,-0.008068263,-0.005928957,2.708254,5.08,5.08,5.08,5.08
2.8800845,-0.002877883,-0.007862755,-0.005350247,2.7360158,5.08,5.08,5.08,5.08
2.8900707,-0.00118005,-0.005052979,-0.004288135,2.7284381,5.08,5.08,5.08,5.08
2.9000726,-0.001716133,-0.005843727,-0.004295894,2.7323287,5.08,5.08,5.08,5.08
2.9100647,-0.002077874,-0.005320609,-0.003795448,2.7393394,5.08,5.08,5.08,5.08
2.9200838,-0.004006692,-0.007702228,-0.005980619,2.721157,5.08,5.08,5.08,5.08
2.9300847,-0.003635205,-0.007126664,-0.005321151,2.735477,5.08,5.08,5.08,5.08
2.940072,-0.001329837,-0.005237528,-0.003796914,2.7275527,5.08,5.08,5.08,5.08
2.9500718,-0.001680023,-0.005047777,-0.004133581,2.6999369,5.08,5.08,5.08,5.08
2.9600651,-0.001942434,-0.00585074,-0.003583044,2.7393692,5.08,5.08,5.08,5.08
2.9700885,-0.004233182,-0.008382306,-0.006369626,2.7483463,5.08,5.08,5.08,5.08
2.9800887,-0.003191544,-0.007514722,-0.005295414,2.7427323,5.08,5.08,5.08,5.08
2.9900694,-0.001608606,-0.00502252,-0.003572506,2.7307124,5.08,5.08,5.08,5.08
3.0000737,-0.001421538,-0.005525734,-0.004430316,2.7262132,5.08,5.08,5.08,5.08
3.010065,-0.002140692,-0.005714224,-0.004262776,2.7208443,5.08,5.08,5.08,5.08
3.0200803,-0.004066446,-0.008115835,-0.005954565,2.7344546,5.08,5.08,5.08,5.08
3.0300884,-0.003017285,-0.007167636,-0.005375795,2.7423933,5.08,5.08,5.08,5.08
3.040071,-0.001209182,-0.005506137,-0.003634933,2.7360034,5.08,5.08,5.08,5.08
3.050073,-0.000816319,-0.005272491,-0.003779634,2.7224474,5.08,5.08,5.08,5.08
3.060071,-0.001188436,-0.005976777,-0.0041361,2.7324824,5.08,5.08,5.08,5.08
3.0700796,-0.004321122,-0.007977038,-0.005480802,2.718107,5.08,5.08,5.08,5.08
3.0800893,-0.002673297,-0.006678343,-0.005457773,2.7338736,5.08,5.08,5.08,5.08
3.09007,-0.000575164,-0.004607083,-0.004345064,2.7229195,5.08,5.08,5.08,5.08
3.1000707,-0.00212897,-0.005799999,-0.003811179,2.7275548,5.08,5.08,5.08,5.08
3.1100647,-0.001697152,-0.004975505,-0.00291119,2.7455924,5.08,5.08,5.08,5.08
3.1200795,-0.003889836,-0.006830269,-0.006247326,2.741768,5.08,5.08,5.08,5.08
3.1300943,-0.002389986,-0.004495369,-0.005849073,2.7420013,5.08,5.08,5.08,5.08
3.1400707,-0.001004372,-0.005712521,-0.004326398,2.7329347,5.08,5.08,5.08,5.08
3.150071,-0.001445667,-0.004873897,-0.004211384,2.7173102,5.08,5.08,5.08,5.08
3.1600707,-0.001159067,-0.006749738,-0.00389148,2.7401588,5.08,5.08,5.08,5.08
3.1700835,-0.003776419,-0.009483494,-0.006116641,2.738876,5.08,5.08,5.08,5.08
3.1800957,-0.002480019,-0.006259984,-0.004890524,2.7391202,5.08,5.08,5.08,5.08
3.1900697,-0.001379869,-0.004761944,-0.003237729,2.7275677,5.08,5.08,5.08,5.08
3.2000718,-0.001962979,-0.0056894,-0.003629206,2.708095,5.08,5.08,5.08,5.08
3.2100663,-0.001049258,-0.005449317,-0.006138995,2.7463512,5.08,5.08,5.08,5.08
3.2200804,-0.003530091,-0.008049965,-0.006048702,2.738805,5.08,5.08,5.08,5.08
3.230098,-0.003237885,-0.007038216,-0.00470568,2.7066932,5.08,5.08,5.08,5.08
3.240071,-0.001568806,-0.005627668,-0.003966052,2.7330828,5.08,5.08,5.08,5.08
3.2500758,-0.001580918,-0.005152794,-0.003526425,2.722594,5.08,5.08,5.08,5.08
3.260068,-0.001491653,-0.005653464,-0.005009356,2.7430677,5.08,5.08,5.08,5.08
3.270093,-0.002957332,-0.007730035,-0.005732214,2.736976,5.08,5.08,5.08,5.08
3.280099,-0.00328664,-0.007044023,-0.004686022,2.731608,5.08,5.08,5.08,5.08
3.29007,-0.001633823,-0.005386854,-0.003795412,2.730841,5.08,5.08,5.08,5.08
3.3000817,-0.001558386,-0.006121881,-0.00411293,2.7310677,5.08,5.08,5.08,5.08
3.3100677,-0.001613371,-0.004852879,-0.004784571,2.7439396,5.08,5.08,5.08,5.08
3.3200946,-0.004601677,-0.00789734,-0.005678114,2.731363,5.08,5.08,5.08,5.08
3.330103,-0.003238512,-0.00740457,-0.004523245,2.7149127,5.08,5.08,5.08,5.08
3.3400693,-0.001920174,-0.005505324,-0.003431613,2.726559,5.08,5.08,5.08,5.08
3.3500822,-0.001632936,-0.005388273,-0.004257796,2.7195346,5.08,5.08,5.08,5.08
3.3600667,-0.001556931,-0.004708672,-0.005251851,2.740485,5.08,5.08,5.08,5.08
3.370094,-0.004027639,-0.00780759,-0.005921222,2.7316496,5.08,5.08,5.08,5.08
3.3800986,-0.003804283,-0.007620983,-0.003886924,2.7254703,5.08,5.08,5.08,5.08
3.3900685,-0.001167832,-0.005627147,-0.00355194,2.7310736,5.08,5.08,5.08,5.08
3.4000742,-0.00168874,-0.005511507,-0.003357441,2.715512,5.08,5.08,5.08,5.08
3.410084,-0.001551999,-0.005354448,-0.004726887,2.73504,5.08,5.08,5.08,5.08
3.4200864,-0.003670499,-0.007950364,-0.005678421,2.7230434,5.08,5.08,5.08,5.08
3.430087,-0.006196233,-0.006871503,-0.005775586,2.7371688,5.08,5.08,5.08,5.08
3.440075,-0.001268829,-0.005348577,-0.005090615,2.7419114,5.08,5.08,5.08,5.08
3.4500766,-0.00139942,-0.005472443,-0.003762673,2.7159007,5.08,5.08,5.08,5.08
3.4600651,-0.001863093,-0.005624061,-0.00614058,2.7411041,5.08,5.08,5.08,5.08
3.4700904,-0.004297086,-0.008654946,-0.005810632,2.7411995,5.08,5.08,5.08,5.08
3.480101,-0.003382054,-0.007136609,-0.00468693,2.724413,5.08,5.08,5.08,5.08
3.4900675,-0.001760854,-0.005124632,-0.004277868,2.7287102,5.08,5.08,5.08,5.08
3.5000753,-0.001353599,-0.005405956,-0.003602901,2.7128065,5.08,5.08,5.08,5.08
3.510066,-0.000726231,-0.005444855,-0.005079414,2.6762779,5.08,5.08,5.08,5.08
3.520083,-0.004468984,-0.00814234,-0.00610782,2.7322855,5.08,5.08,5.08,5.08
3.5300841,-0.00308287,-0.007444074,-0.005612552,2.719576,5.08,5.08,5.08,5.08
3.5400703,-0.001194184,-0.004883454,-0.00373923,2.7340848,5.08,5.08,5.08,5.08
3.5500734,-0.001274873,-0.004876118,-0.004621442,2.7133095,5.08,5.08,5.08,5.08
3.5600657,-0.001434596,-0.00468737,-0.005179891,2.7061431,5.08,5.08,5.08,5.08
3.5700834,-0.003505111,-0.008255959,-0.006216858,2.7436504,5.08,5.08,5.08,5.08
3.58009,-0.00356905,-0.0067721,-0.004736396,2.721419,5.08,5.08,5.08,5.08
3.590071,-0.001060234,-0.005917248,-0.00329046,2.7275636,5.08,5.08,5.08,5.08
3.600082,-0.001697043,-0.00522123,-0.003869975,2.718106,5.08,5.08,5.08,5.08
3.6100664,-0.00119984,-0.007376633,-0.005743994,2.726409,5.08,5.08,5.08,5.08
3.6200883,-0.003819196,-0.007735618,-0.005517752,2.7428064,5.08,5.08,5.08,5.08
3.6300895,-0.003023507,-0.007332349,-0.004858708,2.7230535,5.08,5.08,5.08,5.08
3.6400702,-0.001240715,-0.005025622,-0.00382606,2.7336743,5.08,5.08,5.08,5.08
3.650081,-0.001525185,-0.005509319,-0.003848746,2.726223,5.08,5.08,5.08,5.08
3.6600673,-0.002023478,-0.00678406,-0.005471491,2.7281966,5.08,5.08,5.08,5.08
3.6700919,-0.004206653,-0.007460659,-0.00601839,2.744206,5.08,5.08,5.08,5.08
3.6800897,-0.003141796,-0.006095481,-0.004192601,2.7115753,5.08,5.08,5.08,5.08
3.6900718,-0.001245635,-0.005385174,-0.00378446,2.731446,5.08,5.08,5.08,5.08
3.7000833,-0.001460239,-0.005390107,-0.00421498,2.7219932,5.08,5.08,5.08,5.08
3.710067,-0.001288596,-0.006311326,-0.005295617,2.723324,5.08,5.08,5.08,5.08
3.7200923,-0.004398583,-0.0077498,-0.005846778,2.7419221,5.08,5.08,5.08,5.08
3.7301004,-0.003354046,-0.006535676,-0.00333168,2.707263,5.08,5.08,5.08,5.08
