elapsed_time_sec,ch1_voltage_lp_ma,ch2_voltage_lp_ma,ch3_voltage_lp_ma,ch4_voltage_lp_ma,ch5_voltage_lp_ma,ch6_voltage_lp_ma,ch7_voltage_lp_ma,ch8_voltage_lp_ma
4.426e-06,-0.002729994298707262,-0.006561980184394081,-0.0048855085356241815,2.735495040193852,5.080000134757903,5.080000134757903,5.079996937600958,5.080000134757903
0.010088955,-0.002728663485927811,-0.006559415668393886,-0.004884132911337256,2.7354568497714853,5.0800001347590165,5.0800001347590165,5.079996943983623,5.0800001347590165
0.020096114,-0.002729833189877314,-0.006563215583998188,-0.004884437080464721,2.7354448647339664,5.080000134760126,5.080000134760126,5.079996950340859,5.080000134760126
0.030087642,-0.0027322182615730087,-0.0065661205765168516,-0.00488594703759606,2.7354533247850124,5.080000134761231,5.080000134761231,5.079996956672816,5.080000134761231
0.040089633,-0.002740596279307519,-0.0065684334858374365,-0.004893224103793372,2.7354464657434163,5.080000134762331,5.080000134762331,5.0799969629796475,5.080000134762331
0.05009144,-0.0027406129119707887,-0.006567503967272462,-0.0048927485829182125,2.735443129907701,5.080000134763427,5.080000134763427,5.079996969261502,5.080000134763427
0.06009099,-0.002738952363760782,-0.006565619406453884,-0.004890636651414708,2.735427581459096,5.080000134764519,5.080000134764519,5.079996975518526,5.080000134764519
0.07008976,-0.0027386111699041382,-0.006566610764627519,-0.004891452534165651,2.73542099296017,5.080000134765606,5.080000134765606,5.079996981750869,5.080000134765606
0.080087155,-0.002739789050291142,-0.006568351398243534,-0.004893379007478552,2.735439576998217,5.080000134766689,5.080000134766689,5.0799969879586735,5.080000134766689
0.090094924,-0.002739940900441913,-0.006569440163689367,-0.004892665521649475,2.7353624339449403,5.080000134767769,5.080000134767769,5.0799969941420855,5.080000134767769
0.100086786,-0.0027359772998555845,-0.006565300919439258,-0.004889095123857884,2.7353260686660845,5.080000134768843,5.080000134768843,5.07999700030125,5.080000134768843
0.110066876,-0.0027309289976266927,-0.006559351713622909,-0.004884705874540667,2.7352953550529597,5.0800001347699135,5.0800001347699135,5.079997006436308,5.0800001347699135
0.12008124,-0.002725514653483726,-0.006555730847264094,-0.0048808376318821,2.735243423930625,5.080000134770979,5.080000134770979,5.079997012547401,5.080000134770979
0.13008946,-0.0027230211524264664,-0.006552413065536553,-0.004878067834031077,2.7352199216884503,5.080000134772042,5.080000134772042,5.0799970186346695,5.080000134772042
0.14007396,-0.0027220295992407863,-0.0065505761111517135,-0.004873768149563526,2.735180479539778,5.080000134773099,5.080000134773099,5.079997024698251,5.080000134773099
0.15009207,-0.00271734567885301,-0.00654672456615491,-0.004868513533672006,2.735144029833041,5.080000134774154,5.080000134774154,5.0799970307382845,5.080000134774154
0.16007024,-0.0027113777016034538,-0.006542071787006087,-0.0048633532775709835,2.7351047401709514,5.0800001347752035,5.0800001347752035,5.079997036754908,5.0800001347752035
0.17075256,-0.002707964392732507,-0.006539332468262586,-0.004860914015300509,2.7350575756356856,5.08000013477625,5.08000013477625,5.079997042748256,5.08000013477625
0.18008777,-0.0027047543740978557,-0.0065368265260248495,-0.0048594074466053105,2.7350330626784785,5.080000134777292,5.080000134777292,5.079997048718464,5.080000134777292
0.19007537,-0.0027038598557556624,-0.0065356039652438355,-0.004858388904059135,2.7349904602070456,5.080000134778328,5.080000134778328,5.079997054665665,5.080000134778328
0.2000896,-0.0027007854667352982,-0.006533474614986811,-0.00485611981466154,2.734964379124283,5.080000134779362,5.080000134779362,5.079997060589992,5.080000134779362
0.21007048,-0.002697338846047869,-0.006529841561177035,-0.004854271778082436,2.734935484591825,5.080000134780392,5.080000134780392,5.079997066491577,5.080000134780392
0.22007991,-0.002696391799453147,-0.0065294861803814564,-0.004853433901165132,2.734899567716803,5.080000134781418,5.080000134781418,5.079997072370551,5.080000134781418
0.23009554,-0.0026956495431054595,-0.006527766939048884,-0.004851835040752454,2.73487441498529,5.0800001347824395,5.0800001347824395,5.079997078227043,5.0800001347824395
0.24007562,-0.0026969262454263894,-0.006528496420512713,-0.0048512904775256955,2.7348377037509746,5.080000134783458,5.080000134783458,5.079997084061182,5.080000134783458
0.2500847,-0.002694864097578505,-0.006525419757627993,-0.004848562108397716,2.7347826471243493,5.080000134784471,5.080000134784471,5.079997089873096,5.080000134784471
0.2600715,-0.0026913786765275023,-0.006522841422572367,-0.004844518587834463,2.7347564815623606,5.0800001347854815,5.0800001347854815,5.079997095662911,5.0800001347854815
