elapsed_time_sec,ch1_voltage_lp_ma,ch2_voltage_lp_ma,ch3_voltage_lp_ma,ch4_voltage_lp_ma,ch5_voltage_lp_ma,ch6_voltage_lp_ma,ch7_voltage_lp_ma,ch8_voltage_lp_ma
1.3000008e-06,2.6067368323816518,2.499484518210629,2.5628319011936074,2.606502854840827,2.5470008728684284,2.5001552460693914,2.5345997081899485,2.563737376030966
0.0105477,2.6055133873833713,2.4994697454798,2.5636938610970352,2.606313146458626,2.5458823533896235,2.500156633789625,2.5355275291749675,2.5636022086882546
0.0203305,2.6042886324563774,2.49949214801812,2.5645660658603577,2.606095790367797,2.544779083498969,2.500197969791924,2.5364454732618307,2.563469801908492
0.0301682,2.6030808216027594,2.499525403888914,2.565441650504249,2.6058601008245157,2.5436901976963684,2.500210628651517,2.537378827189303,2.5632871482346764
0.0402928,2.6019008950831766,2.4995628926887528,2.56628785592043,2.6056059133902933,2.5425982497732385,2.500267073435478,2.538313881038884,2.563064794871094
0.0505306,2.6006952446838123,2.499610473878318,2.5671387255526477,2.6053277076718566,2.5415288897600785,2.5003519042506523,2.5392211765124255,2.5627945783774906
0.0605391,2.599492537032552,2.4996564541368214,2.5679894937609666,2.6050133746158393,2.5404475875321055,2.500483848228553,2.5401238848181396,2.562520940559638
0.070566,2.598320938084541,2.4997127989174652,2.5688566750725594,2.6046963297154817,2.5393732069724066,2.500614617120153,2.5410319853203864,2.5622313143098925
0.0805155,2.597158269697496,2.4998172489497197,2.569693516259517,2.6043545819723994,2.5383091271646188,2.500782055036216,2.5418998542520095,2.5619005571080464
0.0904307,2.5959892214419846,2.49993128182777,2.5705365144339476,2.604015792384686,2.5372498042152505,2.5009765072024184,2.5427744885333112,2.5615526030939497
0.1002815,2.5948329949974926,2.5000410050468225,2.571366560026084,2.60364633078116,2.5362134239381358,2.501200964212167,2.5436256228093503,2.5611909471801266
0.110485,2.5936701915713436,2.5001840448797816,2.5721846364625462,2.60325823485164,2.5351946032870907,2.5014368656411103,2.5444668756200755,2.5607599707694146
