elapsed_time_sec,ch0_voltage_lp_ma,ch1_voltage_lp_ma,ch2_voltage_lp_ma,ch3_voltage_lp_ma
4.5740017e-06,-0.004071460474671979,-0.007138357519946413,-0.007153726702603294,0.02670811182732663
0.01010408,-0.004070645161385133,-0.007136382626309615,-0.007151673243586445,0.026713457706888245
0.020089366,-0.004069950964429291,-0.007135657813353561,-0.007154890170282436,0.026709313387260094
0.03007191,-0.004067918794884625,-0.007137754982832538,-0.007153433667655491,0.026709850596658247
0.040083103,-0.004068591374172145,-0.007140137115646662,-0.007153403810870589,0.026710683628484024
0.050078854,-0.0040678594267943985,-0.0071396096084101295,-0.0071500756132886565,0.026713847116351514
0.060833443,-0.004071639759637161,-0.007144136759176867,-0.00715433434298362,0.02671102286314642
0.07177512,-0.004073046846331266,-0.00714533504070588,-0.007156213656629203,0.026709984364344807
0.080071025,-0.004071258924566747,-0.00714333712407398,-0.007154545302610493,0.026712378160049167
0.09008596,-0.004071537583195888,-0.007143574004552558,-0.007154316316175872,0.02671306415702031
0.10008815,-0.004070085521655572,-0.00714131467315943,-0.007152199725338976,0.026716729470980534
0.110115565,-0.0040704626706793146,-0.007141141195195069,-0.007152324674643719,0.02671876270462478
0.12009413,-0.0040752519316401715,-0.007144886805126308,-0.007153349883682606,0.02671938604442292
0.13008133,-0.004074718292032096,-0.007143709768714289,-0.0071514169205203395,0.026722073060830204
0.14007829,-0.0040751052134772045,-0.007143223914180327,-0.007150345577162153,0.026722666026961373
0.15007855,-0.004073407072619252,-0.007140614077349775,-0.007147679955608465,0.02672597346644323
0.1600814,-0.0040764068004574055,-0.007145115213898986,-0.007151323575376531,0.02672451942136345
0.17008065,-0.004077113590891605,-0.007146218768498495,-0.007152395064183535,0.0267244645493802
0.18007281,-0.004075329630686691,-0.007144602837994854,-0.007150275847923269,0.026727414023581374
0.19007635,-0.0040746810887177425,-0.007145291037442434,-0.0071501884786674,0.026728717142889418
0.2000811,-0.004073218003828285,-0.007144010999329456,-0.007147737605165799,0.026732741883418613
0.21008654,-0.004075973440926603,-0.007148302595325688,-0.007151697160501285,0.026731823324558028
0.22008124,-0.004077628020783278,-0.007149865623795075,-0.007154225108500981,0.026731241516675983
0.23007259,-0.0040765759150063,-0.00714814486151551,-0.007154430889086114,0.0267331491404108
0.24008995,-0.004077461437478293,-0.0071485550966248704,-0.0071553469034965475,0.02673362495669294
0.2500878,-0.00407563850027508,-0.007146727012404977,-0.007154092401920405,0.026737080761177444
0.26008055,-0.004079493669839304,-0.007149496599702111,-0.007157223100612257,0.026734760391987338
0.2700795,-0.004080558297337456,-0.00714968248620312,-0.007157879931424796,0.02673409954975339
0.28007147,-0.004078710034519266,-0.00714763765186673,-0.007156385197232395,0.026736178001702082
0.29007778,-0.004079205660560988,-0.007147277852058913,-0.007156934692084873,0.026738049100215523
0.30007374,-0.004078088702425979,-0.007144993961422234,-0.007155457314471421,0.026741366169341776
0.31008035,-0.004083412122782576,-0.0071477976296101964,-0.007159585894400701,0.02673887034231347
0.32008207,-0.004084565767623709,-0.007148339605111684,-0.007162106907771819,0.026737173689766844
0.3300709,-0.004083430845484903,-0.007145824219996192,-0.007159549692962778,0.026738877168093943
0.34007576,-0.004083759449090168,-0.007145669106379014,-0.007159026724284472,0.026739836072939577
0.35007548,-0.004082052059740786,-0.00714407845992129,-0.007156905226619731,0.026742403631965152
0.3600776,-0.004086214732508888,-0.00714761264190831,-0.007160517455020594,0.02673925776467593
0.37008464,-0.004089152124321849,-0.007147927227082367,-0.007162197182229758,0.026738807092261525
0.38007438,-0.004088162971490455,-0.007146102056033644,-0.007159872059317264,0.026740332402631614
0.39008963,-0.0040883437572487745,-0.0071467939553073005,-0.0071604130263373655,0.026741975233490055
0.40012714,-0.004086645285884389,-0.007145026131803148,-0.0071585647422919285,0.02674487029184325
0.4100803,-0.004091609653761365,-0.00714909402351494,-0.00716271665178759,0.02674322813575563
0.42025217,-0.004092980657763575,-0.007149925917835261,-0.007164096781570965,0.026743892411917006
0.43008342,-0.004091429018120023,-0.007148270539591643,-0.00716235392906358,0.026745821316255112
0.4400795,-0.004091395737166258,-0.007148865778508297,-0.007162954222813001,0.0267469286005577
0.45007485,-0.004089826491850164,-0.007146745392663243,-0.007161047446989825,0.026750520311574606
0.4600886,-0.004095160052513185,-0.007149881339393693,-0.007165096926518038,0.026747238135103227
0.4701028,-0.004099493876019311,-0.007150420265314943,-0.007165726446839193,0.02674720605618485
0.48009825,-0.00410101190183372,-0.007151110064126769,-0.007163583767319799,0.026750307060464214
0.49010253,-0.0041016648799890925,-0.007151920588211378,-0.007163863849144561,0.026751130043063866
0.50013626,-0.004098597999575495,-0.007149503291751459,-0.007162261651496481,0.02675362582577796
0.5101297,-0.004101833376169847,-0.007153429976155944,-0.007167218173774455,0.026751455714509185
0.5201207,-0.004104069566354826,-0.007164597672971057,-0.007175808883118969,0.026747101414805182
0.53009254,-0.0041036884046694025,-0.007164946479499155,-0.007175769223272382,0.02674952290820344
0.54008746,-0.0041046953668871415,-0.007166708866686773,-0.007177602237873396,0.026750568226369068
0.55010027,-0.004103318152254542,-0.007165216078255036,-0.007177248353521946,0.02675282663674886
0.5601045,-0.004107048209744187,-0.007168812828481338,-0.007182327811341746,0.026750093807856198
0.5700905,-0.004108172588761135,-0.007171744303483534,-0.007183412005572222,0.026750477319384142
0.5800705,-0.004105566873217652,-0.007168384609631005,-0.007179069056797906,0.02675382116186757
0.5900882,-0.004103043171314789,-0.007164757571592787,-0.007174692717239503,0.026757276139055163
