elapsed_time_sec,ch1_voltage_lp_ma,ch2_voltage_lp_ma,ch3_voltage_lp_ma,ch4_voltage_lp_ma,ch5_voltage_lp_ma,ch6_voltage_lp_ma,ch7_voltage_lp_ma,ch8_voltage_lp_ma
8.520001e-07,1.6564755801710056,1.0469591337652937,1.0693383425898602,1.253903432185154,0.6428639991520871,1.4306413138309235,1.0036135907853128,0.9506045098919321
0.010058418,1.6564888966994815,1.046963908611802,1.0693622770585147,1.253939183417201,0.6428785546256516,1.4306961257162323,1.0036431275809639,0.9506311658628741
0.020057473,1.6564977700929058,1.0469860957325785,1.069373129543683,1.2539669525810384,0.6428994789611929,1.4307406454501699,1.0036726196407764,0.9506594832711827
0.030057753,1.6565086988588409,1.0470075363794895,1.0693849915122304,1.2540165665702734,0.6429104754989278,1.4307808120065846,1.0037195341330687,0.9506709038238959
0.040057085,1.6565322772388977,1.047011929723717,1.0693904419354616,1.2540692505024391,0.6429151041931342,1.4308210463135458,1.0037574743828273,0.9506777999409963
0.0500564,1.6565541429582762,1.0470046068498564,1.0694086761271397,1.2541110538146378,0.6429154276684205,1.4308795829545433,1.0037889394498325,0.9506927967133122
0.06005588,1.6565604171672268,1.0470121913413342,1.0694305126893031,1.254146816449193,0.6429346654679519,1.4309354432341808,1.0038257908044208,0.9507209521223577
0.07005594,1.6565640890313331,1.0470357572416071,1.069447467076509,1.2541866444381518,0.6429604424754866,1.4309821376957867,1.0038627296306701,0.950753814244563
0.0800564,1.6565757963876893,1.0470529729670615,1.0694546599642059,1.2542380164402527,0.6429805421030399,1.4310273202029573,1.0039208491488927,0.9507675549279841
0.09005632,1.656595579609564,1.0470650138799973,1.0694574032373032,1.254289569533267,0.6429857215584296,1.4310876191311763,1.0039624557969495,0.950778031631291
0.10005659,1.656600799666177,1.0470615344250138,1.069477819298751,1.254327488401266,0.6429852139331975,1.4311480243816304,1.0039912934585822,0.9507986559800431
0.110056326,1.656603579502308,1.047074139582776,1.0694995023353946,1.254368959657481,0.6430025508628883,1.4312029017617562,1.0040202365335162,0.9508274177266113
0.12005597,1.6566081363846596,1.047101767518676,1.069516756128618,1.2544193151384266,0.6430293940794523,1.4312597141616228,1.0040644479219696,0.9508585601558552
0.13005567,1.6566260504713402,1.0471125659090452,1.069522292252967,1.2544699811388034,0.6430352786315765,1.4313082852831283,1.0041082959317145,0.9508723379150712
0.1400558,1.6566515645211373,1.047116824361675,1.0695363632094481,1.2545206444399555,0.6430346217367637,1.4313680220993497,1.0041434981636734,0.9508815792423057
0.15005566,1.6566699971010121,1.0471167786503972,1.0695652431382972,1.2545602493307293,0.6430475070360891,1.4314281151310635,1.0041695892447802,0.9509165735107165
0.16005471,1.656679834590109,1.0471352837177546,1.0695843339111675,1.2545981050634336,0.6430710001860396,1.43147961152994,1.0041977118938397,0.9509440942915254
0.1700546,1.6566890213353274,1.0471599025764742,1.0695975664845083,1.2546422621340685,0.6430905816426519,1.4315298829655927,1.0042469101404738,0.9509673590466239
0.18005535,1.656710894409359,1.0471680699167045,1.0696093128171116,1.2546940284867458,0.6431032745607059,1.4315859582547805,1.0042983418899216,0.9509799150676559
0.19005379,1.6567292932138267,1.0471689453247959,1.0696229359948213,1.2547438935722302,0.6431065283342986,1.4316502955441999,1.0043405217097894,0.950992491426761
0.20005566,1.6567405951811716,1.047168512851006,1.069646570077466,1.2547857286230535,0.6431216825576455,1.4317127361753372,1.0043675814971544,0.9510227218815684
0.2100548,1.6567427629893512,1.0471854513834133,1.0696572099284527,1.2548233118138634,0.6431407671605426,1.4317587859593446,1.0044001296153775,0.9510526014125887
0.22005586,1.6567468012117517,1.0472068017162917,1.0696614225810084,1.2548774143759793,0.6431559950003907,1.431801209289155,1.004443619743093,0.9510678777558349
0.23005535,1.656765224112671,1.0472155909047622,1.0696688558478389,1.2549320477921089,0.6431697037438652,1.4318506450228246,1.0044905431568178,0.9510774507517903
0.24005498,1.6567883141841508,1.0472214497009649,1.0696971650066693,1.2549786203491415,0.6431762734522385,1.4319112875212143,1.0045384110397548,0.9510959970654855
0.2500555,1.6567971476072243,1.0472287880759419,1.0697222711173153,1.2550198144036344,0.6431876016547833,1.4319692949136897,1.004575860890438,0.9511292975438557
