elapsed_time_sec,ch0_voltage_lp_ma,ch1_voltage_lp_ma,ch2_voltage_lp_ma,ch3_voltage_lp_ma
3.166002e-06,0.4032415362516124,0.30783650737432044,0.48595588796615,0.4506635849278644
0.010076666,0.4032275592938173,0.30782192037977585,0.48580545536824254,0.450542491168396
0.020089092,0.40321336017293113,0.3078071843213135,0.48565448153505975,0.45042074270188937
0.030097444,0.40319872568022364,0.30779246875108834,0.4855045315782753,0.4502997665169175
0.04008546,0.40318407178012144,0.3077784263799313,0.48535380239496345,0.45017925439783035
0.050097723,0.4031690608439507,0.30776317679675913,0.4852024953240266,0.4500585745067238
0.060075037,0.4031547693533041,0.3077488854310103,0.48505293435729646,0.4499384456953227
0.070084184,0.40314006857950946,0.30773439304420347,0.48490302747972014,0.4498175639148607
0.08009385,0.40312603506080186,0.30771999873384737,0.48475442379537803,0.4496988378632742
0.090086445,0.4031118332558824,0.3077053659060799,0.4846066415292748,0.4495792070992845
0.10009463,0.40309597185253987,0.3076905754560533,0.48446063407710277,0.44945741488473595
0.11008128,0.40308092496705805,0.30767496711491293,0.48430993886463175,0.44933553559181494
0.120087996,0.4030651916907118,0.3076587538335331,0.48416102560216584,0.4492181705472981
0.13010436,0.40305061151378385,0.307642598052138,0.4840130089278449,0.44909938603159005
0.14008613,0.4030353025177305,0.3076269423853319,0.4838651069242534,0.44898001591187076
0.15009464,0.40302116524891884,0.3076117972928469,0.48371702469787525,0.44886052359689166
0.16007878,0.4030065046277719,0.3075980130015568,0.4835695301496995,0.4487421521560053
0.17008613,0.4029918605442017,0.30758288605074263,0.48342165592640385,0.44862305804742075
0.18009569,0.4029767689345975,0.30756831630435466,0.4832745237924748,0.448504715626332
0.19008346,0.4029608835348,0.307553793362584,0.48312849802685415,0.4483861684194297
0.20009069,0.40294643333165403,0.3075385910620505,0.4829811436882291,0.44826644745369915
0.21007495,0.4029311714151184,0.3075235741126919,0.4828361235079895,0.44814799583008436
0.22008511,0.40291537418625983,0.3075089020774828,0.4826902839383944,0.44803014300432925
0.23010245,0.4029000892906533,0.30749450723736915,0.482544758173783,0.44791185032522435
0.24008425,0.40288502499274953,0.3074794149618425,0.48239883585672877,0.44779445757807995
0.25008616,0.4028696074829499,0.30746378075051156,0.4822526172267748,0.44767609519682405
0.26007584,0.402853683684065,0.3074480354345933,0.4821060461668169,0.4475568475665172
0.27008322,0.4028368553665294,0.3074325633918732,0.4819620944902789,0.4474402740094211
0.2800888,0.40282133966745964,0.3074171182707547,0.48182020054678487,0.4473221799272644
0.29008535,0.4028068592541962,0.3074020510850735,0.4816771780749238,0.44720664010146
0.3000926,0.4027905050871316,0.3073853865035552,0.48153224151577756,0.4470909812003654
0.31007853,0.40277459464595866,0.3073693969102914,0.48138886309737056,0.4469762413595133
0.32008743,0.40275847125669156,0.3073537055565076,0.4812448655349934,0.44685934352930406
0.33010852,0.4027420687081974,0.3073375084523621,0.48110092353168243,0.4467426633389348
0.34008595,0.4027267337421869,0.30732460292799724,0.48095710985801443,0.4466266895268078
0.3500952,0.402711385244763,0.3073100409358881,0.48081463951650516,0.44651014625534347
0.36007825,0.40269668199466646,0.30729640916587886,0.4806719525162847,0.44639440912463063
0.37008587,0.4026808233940898,0.3072817298700075,0.48052984386804354,0.4462785603483659
0.38009802,0.40266523791408904,0.3072666890564788,0.48038772402587177,0.4461630810756763
0.3900836,0.4026499162553545,0.3072516092477218,0.4802451709183301,0.4460470207459169
0.4000835,0.40263414881753856,0.3072360933860345,0.48010188371892487,0.4459319394271981
0.41007236,0.40261882982440056,0.3072213068924143,0.47995910725330415,0.4458167388734521
0.4200848,0.4026029108324878,0.30720578932213477,0.47981752125198807,0.44570307960703226
0.43010104,0.40258767199082646,0.30719060629956596,0.47967775729372064,0.4455881890576659
0.44008166,0.40257247319013284,0.3071764376377095,0.4795388080719678,0.4454720206084448
